127.0.0.1 - - [22/Feb/2022:17:45:44 -0500] "POST /wp-cron.php?doing_wp_cron=1645569944.4526560306549072265625 HTTP/1.0" 200 -
127.0.0.1 - - [22/Feb/2022:17:45:45 -0500] "GET / HTTP/1.0" 200 54433
127.0.0.1 - - [22/Feb/2022:17:46:04 -0500] "GET /wp-admin/ HTTP/1.0" 302 -
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-login.php?redirect_to=http%3A%2F%2Ftest.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 5626
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/css/dashicons.min.css?ver=5.9.1 HTTP/1.0" 200 59016
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/css/buttons.min.css?ver=5.9.1 HTTP/1.0" 200 5854
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-admin/css/forms.min.css?ver=5.9.1 HTTP/1.0" 200 25369
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-admin/css/l10n.min.css?ver=5.9.1 HTTP/1.0" 200 2477
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-admin/css/login.min.css?ver=5.9.1 HTTP/1.0" 200 6315
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.6.0 HTTP/1.0" 200 89521
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.0" 200 351
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2 HTTP/1.0" 200 11224
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9 HTTP/1.0" 200 6494
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.0" 200 19261
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/dist/hooks.min.js?ver=1e58c8c5a32b2e97491080c5b10dc71c HTTP/1.0" 200 5690
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834 HTTP/1.0" 200 10407
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-admin/js/password-strength-meter.min.js?ver=5.9.1 HTTP/1.0" 200 1123
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.0" 200 19069
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/wp-util.min.js?ver=5.9.1 HTTP/1.0" 200 1340
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-admin/js/user-profile.min.js?ver=5.9.1 HTTP/1.0" 200 6102
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.0" 200 351
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2 HTTP/1.0" 200 11224
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.6.0 HTTP/1.0" 200 89521
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.0" 200 19261
127.0.0.1 - - [22/Feb/2022:17:46:05 -0500] "GET /wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9 HTTP/1.0" 200 6494
127.0.0.1 - - [22/Feb/2022:17:46:06 -0500] "GET /wp-admin/js/password-strength-meter.min.js?ver=5.9.1 HTTP/1.0" 200 1123
127.0.0.1 - - [22/Feb/2022:17:46:06 -0500] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.0" 200 19069
127.0.0.1 - - [22/Feb/2022:17:46:06 -0500] "GET /wp-includes/js/dist/hooks.min.js?ver=1e58c8c5a32b2e97491080c5b10dc71c HTTP/1.0" 200 5690
127.0.0.1 - - [22/Feb/2022:17:46:06 -0500] "GET /wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834 HTTP/1.0" 200 10407
127.0.0.1 - - [22/Feb/2022:17:46:06 -0500] "GET /wp-includes/js/wp-util.min.js?ver=5.9.1 HTTP/1.0" 200 1340
127.0.0.1 - - [22/Feb/2022:17:46:06 -0500] "GET /wp-admin/js/user-profile.min.js?ver=5.9.1 HTTP/1.0" 200 6102
127.0.0.1 - - [22/Feb/2022:17:46:06 -0500] "GET /wp-admin/images/wordpress-logo.svg?ver=20131107 HTTP/1.0" 200 1521
127.0.0.1 - - [22/Feb/2022:17:46:08 -0500] "GET /wp-includes/js/zxcvbn.min.js HTTP/1.0" 200 822237
127.0.0.1 - - [22/Feb/2022:17:46:08 -0500] "GET /wp-includes/js/zxcvbn.min.js HTTP/1.0" 200 822237
127.0.0.1 - - [22/Feb/2022:17:46:08 -0500] "GET /favicon.ico HTTP/1.0" 302 -
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.0" 200 4119
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/zxcvbn.min.js HTTP/1.0" 200 822237
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.0" 200 351
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9 HTTP/1.0" 200 6494
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.0" 200 19261
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/dist/hooks.min.js?ver=1e58c8c5a32b2e97491080c5b10dc71c HTTP/1.0" 200 5690
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834 HTTP/1.0" 200 10407
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.0" 200 19069
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-admin/js/password-strength-meter.min.js?ver=5.9.1 HTTP/1.0" 200 1123
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-includes/js/wp-util.min.js?ver=5.9.1 HTTP/1.0" 200 1340
127.0.0.1 - - [22/Feb/2022:17:46:09 -0500] "GET /wp-admin/js/user-profile.min.js?ver=5.9.1 HTTP/1.0" 200 6102
127.0.0.1 - - [22/Feb/2022:17:46:25 -0500] "POST /wp-login.php HTTP/1.0" 302 -
127.0.0.1 - - [22/Feb/2022:17:46:26 -0500] "GET /wp-admin/ HTTP/1.0" 200 66664
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-includes/js/thickbox/thickbox.css?ver=5.9.1 HTTP/1.0" 200 2659
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-includes/css/editor.min.css?ver=5.9.1 HTTP/1.0" 200 27188
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=5.9.1 HTTP/1.0" 200 390681
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.9.1 HTTP/1.0" 200 102612
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.9.1 HTTP/1.0" 200 32949
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-admin/js/common.min.js?ver=5.9.1 HTTP/1.0" 200 20038
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.0" 200 1718
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-includes/js/admin-bar.min.js?ver=5.9.1 HTTP/1.0" 200 3556
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-includes/js/clipboard.min.js?ver=5.9.1 HTTP/1.0" 200 10607
127.0.0.1 - - [22/Feb/2022:17:46:27 -0500] "GET /wp-includes/js/dist/dom-ready.min.js?ver=ecda74de0221e1c2ce5c57cbb5af09d5 HTTP/1.0" 200 1257
